Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes
Lal Kothi,Hops n Taters,"Ground Floor, Unique Aura, Sahkar Marg, Opposite Harley Davidson Showroom, Lal Kothi, Jaipur","['Casual Dining', 'Bar']","₹1,200","['Continental', 'North Indian', 'Chinese', 'Italian']",2.3,322
Lal Kothi,Ganesh Bhojnalaya,"Shop 2, Gate 1, Shopping Centre, Jyoti Nagar, Lal Kothi, Jaipur",['Bhojanalya'],₹200,['North Indian'],4.3,434
Lal Kothi,R 18,"C 59, Janpath Marg, Behind Apex Mall, Lal Kothi, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Mexican', 'Italian']",3.7,213
Lal Kothi,The Socialite,"A-6/7, LAL KOTHI SHOPPING CENTER, TONK ROAD, JAIPUR,","['Lounge', 'Casual Dining']","₹1,800","['North Indian', 'Italian', 'Chinese', 'Lebanese']",3.6,184
Lal Kothi,Shree Balaji Cafe,"B-1, District Shopping Centre, Near Laxmi Mandir Cinema, Lal Kothi, Jaipur",['Casual Dining'],₹500,"['South Indian', 'Fast Food', 'North Indian']",3.6,160
Lal Kothi,Tea Connect Cafe,"1, Awadhpuri, Near Kailash Mall, Lal Kothi, Jaipur",['Quick Bites'],₹500,"['Cafe', 'Fast Food', 'Street Food', 'Beverages']",3.8,155
Lal Kothi,Tea Amo,"C - 121, Behind New Vidhan Sabha, Lal Kothi, Jaipur",['Café'],₹300,"['Cafe', 'Fast Food']",3.5,175
Lal Kothi,Bhabhi Ki Rasoi,Plot Number A 3 Barkat Nagar Vistar Ajmer House Jaipur Rajasthan,['Quick Bites'],₹250,['North Indian'],3.9,248
Lal Kothi,OKLAVA - The Kitchen Affairs,"B - 73, Sahakar Marg, Lal Kothi, Jaipur","['Café', 'Casual Dining']",₹900,"['Cafe', 'Italian', 'Continental', 'North Indian']",3.5,156
Lal Kothi,Mutual's Delivers,"Lal Kothi, Jaipur",[],₹600,"['North Indian', 'Chinese', 'Fast Food']",3.7,200
Lal Kothi,Yes 99 Cafe,"7/8, Jai Kishan Colony, JP Colony Chauraha, Tonk Phatak, Barkat Nagar, Near Lal Kothi, Jaipur",['Quick Bites'],₹400,"['North Indian', 'South Indian', 'Fast Food']",3.8,129
Lal Kothi,The Kathi Roll Express,"C-16, Greater Kailash Colony, Near Kailash Tower, Janpath, Lal Kothi, Jaipur",['Quick Bites'],₹250,"['Rolls', 'Burger']",4.1,128
Lal Kothi,Tea Saga,"NGS 42, Nehru Palace, Lal Kothi, Jaipur",['Café'],₹250,"['Cafe', 'Fast Food']",3.5,115
Lal Kothi,Hare Rama Hare Krishna,"C-106, Behind Vidhan Sabha, Lal Kothi, Jaipur",['Dhaba'],₹350,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",3.8,128
Lal Kothi,Shekhawati Thali,"Ground Floor, Apex Mall, Lal Kothi, Jaipur",['Quick Bites'],₹150,"['Street Food', 'Fast Food', 'North Indian']",3.8,143
Lal Kothi,Cosmos - Cafe n Lounge,"N-7, Greater Kailash Colony, Behind Kailash Mall, Lal Kothi, Jaipur",['Café'],₹600,"['Cafe', 'Fast Food']",3.6,86
Lal Kothi,Indian Zaika,"NGV 2, Nehru Palace, Lal Kothi, Jaipur",['Casual Dining'],₹400,['North Indian'],3.6,118
Lal Kothi,New Ganesh Pavitra Bhojnalaya,"Shop B-4, 5 Lal Kothi Yojna Behind New Vidhan Shaba, Lal Kothi, Jaipur",['Quick Bites'],₹100,['North Indian'],3.7,139
Lal Kothi,Olympia,"Behind Laxmi Mandir Cinema, Lal Kothi, Jaipur",['Casual Dining'],₹300,['North Indian'],3.2,117
Lal Kothi,Kathi Egg Roll,"PC-5, Dhariwal Complex, Janpath Road, Lal Kothi, Jaipur",[],₹250,"['Rolls', 'Fast Food', 'Beverages']",3.9,115
Lal Kothi,Chow Tao By White Kitchens,"B-60, Sehkar Marg, Lal Kothi, Jaipur",['Quick Bites'],₹500,"['Momos', 'Chinese']",3.4,63
Lal Kothi,Cafe Coffee Day,"Ground Floor, Nehru Place, Opposite Nehru Children's Park, Lal Kothi, Jaipur",['Café'],₹700,"['Cafe', 'Beverages', 'Sandwich', 'Fast Food', 'Desserts']",3.9,69
Lal Kothi,Hungry Bites,"P 4, Friends Colony, Janpath Road, Lal Kothi, Jaipur",['Quick Bites'],₹300,['Fast Food'],3.6,74
Lal Kothi,The Gravy Company By White Kitchens,"B 60, Whitecloud Hospitality Private Limited, Sehkar Marg, Lal Kothi, Jaipur",['Quick Bites'],₹600,['North Indian'],3.6,39
Lal Kothi,How Sweet,"C-29, Lal Kothi, Jaipur Pankaj Singhvi Marg, Lal Kothi, Jaipur",['Bakery'],₹250,"['Bakery', 'Desserts']",3.2,69
Lal Kothi,Krishna Restaurant,"Opposite Laxmi Mandir Cinema, Tonk Phatak, Lal Kothi, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",3.5,60
Lal Kothi,Shree Balaji Pavitra Bhojnalya,"Jyoti Nagar Tiraha, Opposite Harley Davidson, Lal Kothi, Jaipur",['Bhojanalya'],₹400,['North Indian'],3.0,79
Lal Kothi,Palki Restaurant,"Near Mile Stone Building, Gandhi Nagar Mod, Lal Kothi, Jaipur",['Casual Dining'],₹700,"['South Indian', 'Chinese', 'Fast Food', 'North Indian']",3.9,51
Lal Kothi,Laal Badshah By White Kitchens,"B-60, Sehkar Marg, Lal Kothi, Jaipur",[],₹500,"['Mughlai', 'North Indian']",3.1,39
Lal Kothi,Turban Blush Cafe,"Opposite Mile Stone Building, Gandhi Nagar Mod, Lal Kothi, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Chinese', 'Italian']",3.8,28
Lal Kothi,Captain Biryani By White Kitchens,"B-60, Sehkar Marg, Lal Kothi, Jaipur",[],₹500,"['Biryani', 'Mughlai', 'North Indian']",3.7,37
Lal Kothi,Rama Veg Thali,"Ground Floor, Apex Tower, Lal Kothi, Lal Kothi, Jaipur",['Quick Bites'],₹350,"['Rajasthani', 'Fast Food']",3.3,65
Lal Kothi,Bharti Bits N Bites,"P4, Friends Colony, Janpath Road, Lal Kothi, Jaipur",[],₹350,"['Chinese', 'Street Food', 'Fast Food']",3.3,43
Lal Kothi,Engineer Ka Thela,"B-13, Satya Vihar, Greater Kailash Colony, Krishna Nagar I, Lal Kothi, Jaipur",[],₹100,['Fast Food'],3.3,52
Lal Kothi,The Foodtown Cafe And Restaurant,"C 16, Near Kailash Tower, Greater Kailash Colony, Janpath, Lal Kothi, Jaipur",['Café'],₹500,"['Cafe', 'Chinese', 'North Indian', 'Fast Food', 'Beverages']",3.4,39
Lal Kothi,Saini Dhaba,"JP Fatak, Near Lal Kothi Sabzi Mandi, Lal Kothi, Jaipur",['Dhaba'],₹350,['North Indian'],3.2,54
Lal Kothi,Nutrislice,"10 K2, Jyoti Nagar, Opposite Harley Davidson Showroom, Sahkar Marg, Lal Kothi, Jaipur",['Bakery'],₹200,"['Bakery', 'Fast Food']",2.6,20
Lal Kothi,Shahi Chaupal,"Opposite Laxmi Mandir Cinema, Sahkaar Marg, Lal Kothi, Jaipur",['Casual Dining'],₹900,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",3.2,35
Lal Kothi,The Waffle Bite,"Janpat 2, Behind Vidhan Sabha, Krishna Nagar, Lal Kothi, Jaipur",['Dessert Parlor'],₹200,"['Desserts', 'Fast Food']",3.3,19
Lal Kothi,Kroffee,"C-111, Behind Vidhyan Sabha, Lal Kothi, Jaipur",['Beverage Shop'],₹150,['Beverages'],3.3,24
Lal Kothi,Beyond Bread Bakery,"204, Opposite Moti Sons Tower, Lal Kothi, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food']",2.8,30
Lal Kothi,Cafe Corners Dip,"E-749, Nakul Path, Lal Kothi, Jaipur",[],₹300,"['Fast Food', 'Beverages']",3.2,26
Lal Kothi,Shree Shankar Mishthan Bhandar,"C-3, Gandhi Nagar Mod, Lal Kothi, Jaipur","['Sweet Shop', 'Quick Bites']",₹150,"['Mithai', 'Street Food']",2.8,35
Lal Kothi,Shree Sanwariya Pratha & Tea Stall,"Behind Apex Mall, Tonk Road, Lal Kothi, Jaipur",['Quick Bites'],₹100,"['Tea', 'Coffee', 'North Indian']",3.3,36
Lal Kothi,Smiling Meals,"3rd Floor, Plot A-25B, Oyo Flagship 250, Krishna Nagar 2, Opposite Shiv Mandir Lal Kothi, Jaipur",['Quick Bites'],₹450,['North Indian'],3.1,21
Lal Kothi,The Food House,"C-16, Behind Kailash Tower, Greater Kailash Colony, Lal Kothi, Jaipur",['Café'],₹500,"['Cafe', 'Italian', 'Chinese', 'South Indian']",3.2,22
Lal Kothi,Milk Raj Pavitra Bhojanalya,"186, Opposite Bombay Dyeing Showroom, Lal Kothi, Jaipur",['Dhaba'],₹200,['North Indian'],2.6,25
Lal Kothi,Pandit Ji Thali Wala,"N 65, Ground Floor, Behind Apex Tower, Lal Kothi, Jaipur",[],₹300,"['Fast Food', 'North Indian']",2.7,14
Lal Kothi,Hari Ichha Restaurant and Caterers,"Shop 64, Near JP Underpass, Natraj Nagar, Lal Kothi, Jaipur",['Quick Bites'],₹250,['North Indian'],3.1,13
Lal Kothi,Nimo's Kitchen,"Lal Kothi, Jaipur",[],₹200,['North Indian'],2.8,16
Lal Kothi,Catch Of The Day,"Ground Floor, Apex Mall, Satya Vihar, Greater Kailash Colony, Vidhayak Nagar, Lal Kothi, Jaipur",['Quick Bites'],₹300,['Fast Food'],2.9,15
Lal Kothi,The Mother's Box,"28, Janakpuri 2nd, Imli Phatak, Near Lal Kothi, Jaipur",[],₹300,['North Indian'],3.0,10
Lal Kothi,The Village Food,"Plot 2, Satya Vihar, Opposite Jain ENT Hospital, Lal Kothi, Jaipur",['Quick Bites'],₹300,"['Rajasthani', 'North Indian']",3.3,13
Lal Kothi,Cup Tea,"JP Underpass, Sahkar Marg, Near Laxmi Mandir, Jaipur",['Beverage Shop'],₹100,['Tea'],2.9,9
Lal Kothi,The Jaipur Pantry Cafe,"39A, Everest Colony, Vidhayak Nagar, Lal Kothi, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Chinese', 'Beverages']",2.9,8
Lal Kothi,G.S. Dhaba,"A1, Gandhi Nagar Mod, Near Speed Post Office, Lal Kothi, Jaipur",['Dhaba'],₹200,['North Indian'],-,12
Lal Kothi,Kaka's Kitchen,"6, Lower Kiosk, Ground Floor, Behind Apex Mall, Lal Kothi, Jaipur",[],₹250,"['North Indian', 'Chinese']",2.9,11
Lal Kothi,The Urban Hub,"39, Pankaj Singhvi Marg, Lal Kothi, Jaipur",[],₹300,"['Street Food', 'Fast Food', 'North Indian', 'Chinese']",2.9,5
Lal Kothi,Om Paan Bhandar,"In Front of Laxmi Mandir Cinema, Sahakar Marg, Laxmi Colony, Lalkothi, Jaipur",['Paan Shop'],₹100,['Paan'],-,8
Lal Kothi,Sip The Shake House,"Shop E 664, Satya Vihar, Lal Kothi, Jaipur",['Beverage Shop'],₹200,['Beverages'],2.9,4
Lal Kothi,Shekhawati Vyanjan,"Ground Floor, Apex Mall, Lal Kothi, Jaipur",[],₹300,['North Indian'],2.9,6
Lal Kothi,Bhai Ka Dhaba,"5C, E Block, Sharma Colony Vistar, Near Mangal Manch Garden, Nandpuri, Ram Nagar, Bais Godam, Lal Kothi, Jaipur",['Dhaba'],₹400,['North Indian'],-,7
Lal Kothi,Paradise Restaurant,"Hotel Paradise, Behind New Vidhan Sabha, Lal Kothi, Jaipur",['Quick Bites'],₹400,['North Indian'],-,6
Lal Kothi,The Gypsy Cafe,"Ground Floor, Near Apex Mall, Lal Kothi, Jaipur",['Café'],₹600,"['Cafe', 'Chinese']",-,9
Lal Kothi,The Bellefin Restaurant,"C-120, Janpath, Lal Kothi, Jaipur",['Casual Dining'],₹650,"['North Indian', 'Fast Food', 'Continental', 'Desserts', 'Beverages']",-,No-Votes
Lal Kothi,Sattvic Bhojan,"G-3 Metro Tower, Lalkothi Shopping Center, Lal Kothi, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Fast Food']",-,6
Lal Kothi,Sanjha Chulha,"3, Lower Kiosk, Ground Floor, Behind Apex Mall, Lal Kothi Jaipur",[],₹450,['North Indian'],-,5
Lal Kothi,S'pintsa,"10 Kha 1 Housing Board, Jyoti Nagar, Near Lal Kothi, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'Beverages']",-,No-Votes
Lal Kothi,JPB- Janta Pavitra Bhojnalya,"21-22, Imli Phatak, Lal Kothi, Jaipur",['Quick Bites'],₹350,['North Indian'],-,4
Lal Kothi,Ghoomar Bar,"Hotel Ghoomar Palace, Lal Kothi Shopping Centre, Behind Laxmi Mandir Cinema, Lal Kothi, Jaipur",['Bar'],₹800,['Finger Food'],NEW,4
Lal Kothi,Parantha Pundit,"C 120, Lal Kothi, Jaipur",[],₹200,"['North Indian', 'Beverages']",-,No-Votes
Lal Kothi,Amarsariya,"2, Lower Kiosk, Ground Floor, Behind Apex Mall, Lal Kothi, Jaipur",['Quick Bites'],₹500,['North Indian'],-,No-Votes
Lal Kothi,Shekhawati Canteen,"100, Ground Floor, Apex Tower, Lal Kothi, Jaipur",['Quick Bites'],₹400,"['Rajasthani', 'North Indian']",-,No-Votes
Lal Kothi,Egg Planet,"Near Kailash Tower, Lal Kothi, Jaipur",['Kiosk'],₹150,"['Fast Food', 'Street Food']",-,No-Votes
Lal Kothi,O'Biryani,"C120, Lal Kothi Scheme, Near Vidhansabha, Lal Kothi, Jaipur",[],₹250,"['Biryani', 'Hyderabadi', 'North Indian', 'Mughlai']",4.2,No-Votes
Lal Kothi,Swaadesi,Delivery Only,[],₹300,"['North Indian', 'Mughlai', 'Beverages']",4.3,No-Votes
Lal Kothi,Dinner Party Restaurant,"B 1, Sudarsanpura Vistar, 22 Godam, Imli Phatak, Lal Kothi, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Chinese']",3.8,No-Votes
Lal Kothi,Yadav Doodh Bhandar,"113, Imli Wala Phatak, Janakpuri -1, Lal Kothi, Jaipur",['Sweet Shop'],₹100,['Mithai'],4.1,No-Votes
Lal Kothi,Shree Hari Rao Cafe & Restaurant,"E-749, Nakul Path, Ward 21, Lal Kothi, Jaipur",['Quick Bites'],₹300,['North Indian'],4.1,No-Votes
Lal Kothi,Thaliwala,"N 7, Ground Floor, Apex Tower, Lal Kothi, Jaipur",[],₹350,"['Rajasthani', 'Gujarati']",3.9,No-Votes
Lal Kothi,Crush Cafe And Restaurant,"D9, Satya Vihar, Indra Puri, Vidhayak Nagar, Lal Kothi, Jaipur",['Quick Bites'],₹600,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",2.6,No-Votes
Lal Kothi,Much Much,"C120, Lal Kothi, Jaipur",[],₹450,"['North Indian', 'Chinese', 'Biryani']",3.5,No-Votes
Lal Kothi,Momomia,"N-4, District Shopping Centre, Behind Laxmi Mandir Cinema, Lal Kothi, Jaipur",[],₹400,['Momos'],3.9,No-Votes
Gopalbari,Peacock,"Hotel Pearl Palace, 51, Near Vidayakpuri Police Station, Gopalbari, Jaipur",['Casual Dining'],₹900,"['North Indian', 'Asian', 'Continental', 'Italian']",3.2,814
Gopalbari,Peshawri - ITC Rajputana Hotel,"ITC Rajputana Hotel, Palace Road, Gopalbari, Jaipur",['Fine Dining'],"₹3,000","['North Indian', 'Rajasthani', 'Mughlai', 'Desserts']",3.7,595
Gopalbari,Kalyan Rooftop And Indoor Restaurant,"59, Hathroi Fort, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'South Indian', 'Italian', 'Chinese', 'Mexican', 'Fast Food', 'Beverages']",3.4,338
Gopalbari,Jal Mahal - ITC Rajputana Hotel,"ITC Rajputana Hotel, Palace Road, Gopalbari, Jaipur",['Fine Dining'],"₹3,500","['North Indian', 'Chinese', 'Continental']",3.4,244
Gopalbari,Jaipur Pavilion - ITC Rajputana Hotel,"ITC Rajputana Hotel, Palace Road, Gopalbari, Jaipur",['Fine Dining'],"₹1,800","['South Indian', 'North Indian', 'Rajasthani', 'Continental', 'Fast Food', 'Desserts', 'Healthy Food', 'Beverages']",3.4,157
Gopalbari,Bartoss Bar & Lounge,"Hotel Chitra Palace, Opposite Jaipur Junction, Gopalbari, Jaipur","['Lounge', 'Bar']","₹1,600","['North Indian', 'Italian', 'Continental']",3.3,100
Gopalbari,Affetto Cafe,"Hotel Abhiraj Palace, B-49-50, Kalwad Scheme, Gopalbari, Jaipur",['Casual Dining'],₹650,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",2.8,154
Gopalbari,Roop Basant Pavitra Bhojnalaya,"A-55, Chandoli House, Railway Station Road, Gopalbari, Jaipur",['Quick Bites'],₹400,"['North Indian', 'South Indian']",2.8,129
Gopalbari,Chillout Rooftop,"Hotel Hathroi Palace, 64, Harikishan Somani Marg, Hathroi Fort, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],₹700,"['Fast Food', 'North Indian', 'Beverages']",3.1,72
Gopalbari,Sethji Ka Dhaba (APB),"P 66, Opposite Jaipur Junction, Gopalbari, Jaipur",['Dhaba'],₹350,['North Indian'],3.2,61
Gopalbari,Sheesh Mahal Bar -  ITC Rajputana Hotel,"ITC Rajputana Hotel, Palace Road, Gopalbari, Jaipur",['Bar'],"₹4,000",['Finger Food'],3.0,53
Gopalbari,Dragon Hut,"36, Ratan Niwas Guest House, Sanjay Marg, Hathroi, Gopalbari, Jaipur",['Casual Dining'],"₹1,100","['Chinese', 'Thai', 'Momos', 'Seafood']",3.2,43
Gopalbari,The Pavilion,"Vesta International, S 3, Linking Road, Gopalbari, Jaipur",['Casual Dining'],"₹1,100","['North Indian', 'Continental', 'Rajasthani']",3.3,18
Gopalbari,Aura,"Sunder Palace Guest House, 46, Sanjay Marg, Hathroi Fort, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],₹550,"['North Indian', 'Chinese', 'Fast Food']",3.2,17
Gopalbari,The Spark,"Opposite Corporate Park, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],₹650,"['North Indian', 'Chinese']",3.1,20
Gopalbari,Khandelwal Pavitra Bhojanalaya,"Opposite Railway Station, Gopalbari, Jaipur",['Dhaba'],₹400,['North Indian'],3.3,18
Gopalbari,Agarwal Restaurant,"Shop B-19, Fateh Singh Ki Dharamshala, Gopalbari, Jaipur",['Quick Bites'],₹250,['North Indian'],3.4,25
Gopalbari,Hotel Rishi Restro Bar,"Hathroi Market, Ajmer Road, Gopalbari, Jaipur","['Casual Dining', 'Bar']",₹800,"['North Indian', 'Finger Food', 'Fast Food', 'Chinese']",NEW,17
Gopalbari,British Bakery,"17-18, Hathroi, Ajmer Road, Gopalbari, Jaipur",['Bakery'],₹250,"['Bakery', 'Fast Food']",3.1,11
Gopalbari,Shri Hanuman Dhaba,"D 60, Fateh Singh Market, Gopalbari, Jaipur",['Quick Bites'],₹350,['North Indian'],3.1,13
Gopalbari,Shri Shyam Pavitra Bhojanalaya,"Opposite Railway Station, Gopalbari, Jaipur",['Bhojanalya'],₹350,['North Indian'],3.1,13
Gopalbari,Atithi Restaurant,"Fatah Singh Market, Near Metro Station, Gopalbari, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Rajasthani']",3.0,12
Gopalbari,Marwadi Jain Dhaba,"C-10, Hotel Jai Palace, Fateh Singh Market, Near Railway Station, Gopalbari, Jaipur",['Quick Bites'],₹350,"['North Indian', 'South Indian', 'Fast Food']",3.1,16
Gopalbari,Den - The Bar,"Vesta International, S 3, Linking Road, Gopalbari, Jaipur",['Bar'],"₹2,000",['Finger Food'],2.8,6
Gopalbari,Hotel Aashish,"Opposite Hathroi School, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],₹700,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Finger Food']",2.7,12
Gopalbari,Punjabi Tadka Bhojnalya,"Shop 6, Plot 1, Dhuleshwar Garden, Hathroi Ajmer Road, Gopalbari, Jaipur",['Bhojanalya'],₹400,['North Indian'],2.8,10
Gopalbari,Saltus Kitchen & Bar,"Devraj Niwas, Khasa Kothi Crossing, Gopalbari, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Italian', 'Continental']",-,No-Votes
Gopalbari,Radha Govind Bhojanalaya,"Shop 6, Railway Station Road, Gopalbari, Jaipur",['Bhojanalya'],₹350,['North Indian'],-,12
Gopalbari,RJ45 The Chicken Company,"Hotel Kalyan, 59, Hathroi Fort, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Fast Food', 'Chinese', 'Beverages']",-,6
Gopalbari,Shan Bhojnalaya,"Near Railway Station, Gopalbari, Jaipur",['Dhaba'],₹150,['North Indian'],-,9
Gopalbari,Holiday Home Restaurant & Bar,"Opposite Rajputana Sheraton, Fateh Singh Market, Gopalbari, Jaipur","['Casual Dining', 'Bar']",₹550,"['North Indian', 'Chinese', 'Finger Food']",-,8
Gopalbari,Jairam Pure Veg Restaurant,"Shop 1, Plot C-4, Ram Mandir Road, Sen Colony, Gopalbari, Jaipur",['Bhojanalya'],₹300,['North Indian'],3.6,7
Gopalbari,Rajasthan Royals Restaurant,"Hotel Jairam Palace, A 40, Sain Colony, Power House Road, Gopalbari, Jaipur",['Quick Bites'],₹300,['North Indian'],3.7,5
Gopalbari,Shri Ganesh Pavitra Bhojnalaya,"Hotel Jairam Plaza, 3, Power House Road, Gopalbari, Jaipur",['Quick Bites'],₹350,['North Indian'],4.4,4
Gopalbari,Fort View Restaurant,"B4, Nahargarh Haveli, Lane 1, Ajmer Road, Gopalbari, Jaipur",['Casual Dining'],₹750,"['North Indian', 'Continental', 'Chinese', 'Mughlai']",4.5,4
Gopalbari,Brew Town,"122, Dhuleshwar Garden, C-Scheme, Hathroi, Gopalbari, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Beverages']",4.0,No-Votes
Gopalbari,Palila Cafe,"Hotel Ratangarh Palace, Plot 56, Harikishan Somani Marg, Hatroi Fort, Gopalbari, Jaipur","['Café', 'Casual Dining']",₹850,"['Cafe', 'North Indian', 'Mughlai', 'Fast Food']",3.0,No-Votes
Gopalbari,Hotel Maan Manuhaar,"A 3, Fateh Singh Market, Near Railway Station, Gopalbari, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Fast Food']",3.7,No-Votes
Gopalbari,Abhineet Zeeman,"Hotel Abhineet Palace, B-49, Fateh Singh Market, Near Railway Station, Gopalbari, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Street Food']",3.9,No-Votes
Gopalbari,Baba Pavitra Bhojnalaya,"Shop 2, Plot 140, C Scheme 8, Swami Vihar, Pandit T.N Mishra Marg Gopalpura Bye Pass, Gopalbari, Jaipur",['Quick Bites'],₹250,['North Indian'],4.2,No-Votes
Sodala,Domino's Pizza,"Shop UG & LG 2, DP Metro, Plot 5 & 6, D.P Colony, New Sanganer Road, Sodala, Jaipur",['Quick Bites'],₹700,"['Pizza', 'Fast Food']",3.9,1002
Sodala,Chawla's Restaurant,"Hotel Shri Laxmi Palace, New Sanganer Road, Sodala, Jaipur",['Casual Dining'],₹550,"['North Indian', 'Chinese']",3.7,764
Sodala,The Eclectica,"New Sanganer Road, Opposite Metro Pillar-100, Sodala, Jaipur","['Café', 'Casual Dining']","₹1,250","['Cafe', 'North Indian', 'Italian', 'Continental', 'Chinese', 'Mexican']",3.8,1958
Sodala,Fat Guyy Pâtisserie,"D.P.Colony, Vivek Vihar Metro Station, Opposite Pillar 95, New Sanganer Road, Sodala, Jaipur",['Bakery'],₹300,['Bakery'],4.4,669
Sodala,Chhabra's Pure Veg,"Shop 2, Opposite Palika Bazar, Swej Farm, Sodala, Jaipur",['Quick Bites'],₹300,['North Indian'],3.7,727
Sodala,Har Har Mahadev Sabziwalaz,"Shop 30, Opposite Devi Nagar, Radha Govind Colony, Govindpuri, Sodala, Jaipur",['Quick Bites'],₹350,['North Indian'],3.8,707
Sodala,Ramaa Sweets & Multicuisine Restaurant,"33, New Sanganer Road, Shyam Nagar, Sodala, Jaipur","['Sweet Shop', 'Quick Bites']",₹500,"['Mithai', 'North Indian', 'South Indian', 'Chinese', 'Fast Food']",3.8,601
Sodala,JBT- Jaipur Burger Truck,"Triniti Mall, Sodala, Jaipur",['Food Truck'],₹200,"['Burger', 'Pizza', 'Fast Food', 'Beverages']",3.8,492
Sodala,Pint House,"7th Floor, Big Ben Tower, New Sanganer Road, Opposite Trinity Mall, Sodala, Jaipur",['Casual Dining'],₹900,"['North Indian', 'Chinese', 'Lebanese', 'Continental', 'Italian']",3.7,337
Sodala,Kafe Kone Wala,"Shop 2, Sun And Moon, Belvedre Park, Plot 4, Swej Farm, Sodala, Jaipur","['Café', 'Bakery']",₹500,"['Cafe', 'Bakery']",3.1,232
Sodala,Adda,"Triniti Mall, Swej Farm, New Sanganer Road, Sodala, Jaipur",['Quick Bites'],₹200,"['South Indian', 'Chinese', 'North Indian']",3.7,334
Sodala,Saini Dhaba,"Opposite Metro Pillar 123, New Sanganer Road, Sodala, Jaipur",['Dhaba'],₹250,['North Indian'],3.8,272
Sodala,The Episode Cafe & Restaurant,"Plot 5-A, 1st Floor, Vishwa Nagar, Near Metro Pillar 83, New Sanganer Road, Sodala, Jaipur","['Café', 'Casual Dining']",₹850,"['Cafe', 'North Indian', 'Chinese', 'Fast Food']",3.7,117
Sodala,Khandelwal Dhaba,"Opposite Pillar 116, Shyam Nagar Metro Station, Sodala, Jaipur",['Dhaba'],₹400,['North Indian'],3.8,200
Sodala,Belgium's Waffle Station,"LG-6, Ground Floor, Okay Plus Big Ben Tower, Swej Farm, New Sanganer Road, Near Sodala, Jaipur","['Dessert Parlor', 'Quick Bites']",₹500,"['Desserts', 'Fast Food', 'Beverages']",4.3,162
Sodala,Laxmi Sweet Caterers,"Ajmer Road, Sodala, Jaipur","['Sweet Shop', 'Quick Bites']",₹400,"['Mithai', 'North Indian', 'South Indian', 'Fast Food']",3.8,215
Sodala,Kaafila Bar & Lounge,"116, Hotel Laxmi Niwas, Near Vivek Vihar Metro Station, New Sanganer Road, Sodala, Jaipur",['Lounge'],"₹1,400","['North Indian', 'Chinese', 'Italian']",3.1,113
Sodala,Shree Shyam Pavitra Bhojnalay,"Near Metro Piller 104 & 105, New Sanganer Road, Sodala, Jaipur",['Quick Bites'],₹200,['North Indian'],3.3,157
Sodala,Natrajan Sweets & Restaurant,"1, Laxmi Nagar, Opposite 4 Dispensary, Hatwada Road, Sodala, Jaipur",['Sweet Shop'],₹500,"['Mithai', 'South Indian', 'Chinese', 'North Indian', 'Street Food']",3.7,158
