Neighborhood,Pincode,latitude,longitude
Sewapura,303805 ,27.11880344900004,75.86183000000005
Shaakar Khawda,303901 ,26.58943000000005,75.90438374400003
Shahpura,303103 ,27.398385000000076,76.02488576700006
Shardulpura,303338 ,26.879625000000033,75.29119745300005
Shastri Nagar,302016 ,26.939149388000033,75.79365000000007
Shivaji Nagar,302002 ,26.942590714000062,75.83860000000004
Shivdaspura,303903 ,26.68888000000004,75.91045968200007
Shivsinghpura,303806 ,27.215539957000033,75.83599500000008
Shyam Nagar,302019 ,26.887180000000058,75.76112278200003
Silki Doongari,303901 ,26.58943000000005,75.90438374400003
Sindhi Colony,302016 ,26.939149388000033,75.79365000000007
Singot Kalan,303803 ,27.32980500000008,75.68703652500005
Singot Khurd,303803 ,27.32980500000008,75.68703652500005
Sinodia,303008 ,26.605274991000044,75.16652500000004
Sinodiya,303328 ,27.018355000000042,75.43840400000005
Sinwar,302012 ,26.960270000000037,75.66582122300008
Sirohi,303104 ,27.259955000000048,75.92746614200007
Sirohi Kalan,303008 ,26.605274991000044,75.16652500000004
Sirsali,303702 ,27.188375000000065,75.75583502400008
Sirsi,302012 ,26.960270000000037,75.66582122300008
Sitapura Industrial area,302022 ,26.73490712100005,75.85837000000004
Sothana,303102 ,27.450383807000037,76.18665500000003
Sriram Ki nangal,303905 ,26.705220000000054,75.80539379300006
Srirampura,303348 ,26.841635000000053,75.08067595400007
Station Road,302006 ,26.91469472400007,75.77727000000004
Suderpura Dhadha,303107 ,27.656615000000045,76.05954869400006
Sujatnagar,303107 ,27.656615000000045,76.05954869400006
Suklawas,303105 ,27.74574989900003,76.08626000000004
Sumel,303012 ,26.90840608800005,75.96652500000005
Sunderpura,303108 ,27.77030459200006,76.19953000000004
Surana,303120 ,27.18865535200007,76.05820000000006
Surmalikpur,303603 ,27.149745000000053,75.40720517100004
Tala,303120 ,27.18865535200007,76.05820000000006
Talba Bihajar,303003 ,27.36365500000005,76.15123780600004
Tamariya,303901 ,26.58943000000005,75.90438374400003
Tankarda,303702 ,27.188375000000065,75.75583502400008
Taskola,303106 ,27.573030000000074,76.02734073000005
Teetaria,303903 ,26.68888000000004,75.91045968200007
Teja Ka bas,303338 ,26.879625000000033,75.29119745300005
Teori,303003 ,27.36365500000005,76.15123780600004
Thali,303901 ,26.58943000000005,75.90438374400003
Theekariya Gujran,303908 ,26.635280000000023,76.10363785000004
Theekariya Meena,303908 ,26.635280000000023,76.10363785000004
Thikariya,302026 ,26.843485000000044,75.64410060200004
Tholai,303001 ,27.102760000000046,76.22492738100004
Thoomli Ka bas,303901 ,26.58943000000005,75.90438374400003
Tigaria,303804 ,27.29353375000005,75.75790000000006
Tilak Nagar,302004 ,26.887956048000035,75.83186000000006
Toda Bhata,303301 ,26.833198665000054,76.04988500000007
Toda Meena,302028 ,26.991700000000037,75.88563319000008
Toonga,303302 ,26.744920000000036,76.14260933500003
Toontoli,303903 ,26.68888000000004,75.91045968200007
Torda Kalan,303106 ,27.573030000000074,76.02734073000005
Tripolia Bazar,302002 ,26.942590714000062,75.83860000000004
Tripolia Chomu,303802 ,26.925730000000044,75.80659000000003
Turkyawas,303602 ,27.24932000000007,75.44234680800008
Tyod,303604 ,26.98643383800004,75.26827500000007
Udaipuria,303807 ,27.229930000000024,75.76533998000008
Ugariwas,303338 ,26.879625000000033,75.29119745300005
Vaishali Nagar,302021 ,26.907973437000066,75.73426000000006
Veelpur,303104 ,27.259955000000048,75.92746614200007
Vidhani,303905 ,26.705220000000054,75.80539379300006
Vidhyadhar Nagar,302023 ,26.925730000000044,75.80659000000003
Vidyut Bhawan,302005 ,26.89951074700008,75.79193500000008
Virat Nagar,303102 ,27.450383807000037,76.18665500000003
Vishwakarma Industrial area,302013 ,27.044835000000035,75.80582090400003
Vitta Bhawan,302005 ,26.89951074700008,75.79193500000008
Watika,303905 ,26.705220000000054,75.80539379300006
Yaarlipura,303903 ,26.68888000000004,75.91045968200007
